Z3.A183A	45.01070	  3.66300	1107.0
CH.MMK	46.05070	  7.96409	2200.0
ZS.D081	46.37376	 10.24930	1696.0
Z3.A175A	45.94270	  5.07470	 315.0
SX.WERD	50.44800	 12.30700	 596.0
FR.ASEAF	42.79483	  6.16350	-2470.0
Z3.A187A	44.73430	  3.33980	 935.0
CH.FIESA	46.43527	  8.11043	2338.0
ZS.D068	46.57354	 11.64670	1167.0
ZS.D012	46.40031	 12.62498	 886.0
Z3.A038A	47.46423	 11.91886	 644.0
ZS.D023	46.18802	 11.02275	 826.0
Z3.A171A	46.20080	  4.11250	 378.0
CZ.GOPC	49.91400	 14.78700	 545.0
IV.GUAR	41.79450	 13.31229	 741.0
ZS.D059	46.92065	 13.87653	1760.0
TH.MOB2	50.69544	 12.31685	 364.0
BW.SCE	47.03780	 11.70900	1730.0
Z3.A050A	44.48180	 16.53130	 934.0
Z3.A283B	45.23800	  8.28850	 195.0
Z3.A181A	45.38050	  6.30200	1305.0
Z3.A335A	48.44695	 18.33592	 320.0
Z3.A030A	47.82770	 13.56120	 640.0
IV.PLMA	44.04982	  9.85365	  22.0
ZS.D024	46.20765	 11.23243	1058.0
Z3.A016A	48.30137	 14.64961	 565.0
OX.ZOU2	46.55840	 12.97290	1911.0
Z3.A270A	47.84520	 19.01860	 152.0
IV.MTCE	42.02280	 12.74222	 388.0
IV.PII	43.72193	 10.52495	  66.0
Z3.A304A	45.01674	 12.03350	   1.0
ZS.D086	46.64067	 11.35510	 969.0
IV.SSFR	43.43628	 12.78225	 750.0
IV.VVLD	41.86965	 13.62324	1051.0
Z3.A143A	47.68365	 11.00336	 914.0
Z3.A252A	45.43560	 17.84820	 412.0
FR.OGGM	45.20572	  6.11674	1575.0
CH.WALHA	47.75280	  9.12310	 419.0
FR.SMPL	42.09450	  9.28470	 405.0
Z3.A291A	46.62460	 11.88050	1568.0
CH.DIX	46.08105	  7.40839	2370.2
Z3.A119A	49.00710	 10.03840	 562.0
ZS.D063	46.29865	 10.55095	1757.0
ZS.D100	46.47792	 10.09886	1949.0
ZS.D107	46.77766	 11.40778	1457.0
IV.MDI	45.76972	  9.71600	 954.0
GR.GRA2	49.65411	 11.35809	 512.0
G.SSB	45.27900	  4.54200	 700.0
ZS.D131	46.99450	 11.97964	1049.0
ZS.D055	46.74360	 13.08547	 640.0
Z3.A418A	42.99992	  8.07090	-2632.0
OX.CAE	46.00900	 12.43790	 870.0
OX.BALD	45.68300	 10.81870	1911.0
Z3.A300A	45.81931	 13.12795	   6.0
FR.CFF	45.76300	  3.11100	 400.0
IV.ARVD	43.49807	 12.94153	 461.0
TH.CRUX	50.60195	 10.79214	 712.0
HU.MPLH	47.17120	 17.53480	 337.0
Z3.A075A	50.03770	 13.87370	 285.0
Z3.A006A	48.74038	 16.02030	 230.0
IV.SARZ	44.86731	  8.91360	 266.0
GR.MILB	49.82840	  9.29230	 369.0
IV.PARC	43.64860	 12.23860	 580.0
Z3.A273A	45.91630	 17.81610	 100.0
MN.BNI	45.05200	  6.67800	1395.0
FR.OGS1	45.06079	  5.80467	 722.0
CR.BRJN	44.90593	 13.75053	   1.0
ZS.D019	46.72250	 14.14580	 599.0
GR.GRB3	49.34260	 11.80465	 517.0
ZS.D136	47.22757	 13.05859	1806.0
ZS.D052	46.60455	 12.52505	1129.0
HU.BUD	47.48310	 19.02010	 196.0
C4.CERNS	46.26695	  6.06621	 463.2
FR.OGSM	45.60924	  5.69722	 532.0
IV.CING	43.37557	 13.19540	 626.0
Z3.A194A	44.39330	  6.50230	1255.0
SI.ROSI	46.92810	 11.41180	1917.0
Z3.A090A	49.36550	 17.82780	 659.0
OX.BAD	46.23400	 13.24380	 590.0
Z3.A003A	47.75892	 17.05305	 116.0
ZS.D092	46.82832	 12.46246	1561.0
ZS.D095	46.96427	 12.97516	1980.0
YW.PERR	45.37890	  6.34939	1323.0
CZ.TREC	49.29480	 15.48710	 559.0
BW.BE1	47.91083	 11.22128	 746.0
Z3.A313A	45.31347	 10.66282	  64.0
FR.SURF	44.48094	  6.81170	1820.0
ZS.D006	46.13113	 11.34502	1385.0
CH.SLE	47.76450	  8.49236	 648.0
GU.EQUI	44.16600	 10.15300	 350.0
Z3.A356A	49.03710	 12.21380	 398.0
ZS.D118	47.18626	 13.41928	1484.0
